sentence,label
The service was TERRIBLE and the room was very very dirty..,0
The hotel staff was extremely friendly and accomodating. The hallways were somewhat dirty(rugs not vacuumed on a regular basis)The food was okay which is fine since we ate out alot. I would definitely stay again.,1
"The hotel I stayed is so-called a 3-star hotel, here was no hot water in my room and I couldn't take shower. Also the A/C in my room didn't work well either, and it cannot give me a comfortable temperature. Then I asked for additional blankets, but they said all were gone. Given such a bad situation, they said they... More",0
"I thought the staff were very friendly, with an exception to one of the female pool staff. Perfect place for the kids though. We had an incident were our youngest got sick in the car, the front desk went out of their way to help, and within minutes helped me make an appointment for cleaning. They also recommended touring, although the touring company turned out to be a disaster! The downed elevator was a bit annoying. We read in a review that there was a cockroach in one of the rooms, and it was too bad that we also saw a quarter sized one in the breakfast area! We quickly told the kids it was a beetle. When I told the front desk about it, they were very apologetic and credited our parking.",1
Bad: I still really hate the cigarette smoke in the casino. But other then that (and all the crazies on the fremont experience at night) its fun and awesome!. Good: Location was perfect for our leisure trip. Free valet parking is always amazing (of course we tipped every time we picked up and dropped off our car!) The amount of things to do on the Fremont Experience is endless! What an awesome experience. Truly the 9th island for Hawaiians like us! We love it!,1
"We stayed at the Aria 3/23/16 - 3/27/16. Our room was 22118 of the tower suites, the view of the strip was spectacular! The room itself was the nicest hotel room I have ever stayed in. The bed, let's just say, I wish I could have taken it home with me. Amazing comfort. The staff at the Aria was amazing.... More",1
We had small children with us- the room was large and accommodating. We have a child with special dietary needs and loved having a full size refridgerator to store his formula. Staff were all very friendly.,1
Good: Great room at a perfect location.,1
"Room was clean and spacious, when u walk in the lobby has a funny smell, but overall the hotel is great.",1
"I was a little worried upon driving up to the hotel, as the outside looked a bit rundown. Upon entering however, it was like stepping back in time. Absolutely beautiful lobby area! Staff were very attentive and helpful. Room was very nice as well. Restaurant (Envoy) had the best brunch I've ever had -- they do small plates instead of... More",1
This is a great place for the price. The BWI Ramada has all the amenities that 1972 has to offer. Double check your shot record and book today.,1
The air blowing from the furnace made the bedroom either too cool or too warm. Other than that I couldn't have been more pleased with every aspect of our stay at Sonesta. Thank you!,1
I like the room...rooms was clean plenty of towels..tv's was outdated...pool was clean and warm...need more parking overall great stay i would stay again....good location to all activities,1
"Picked this hotel because of its best location right across Disney's gate. Room was just fine, not spotless and a bit tired but we could sleep well for 2 nights. Good breakfast. The on-site Cold Stone ice cream was yummy and having I-HOP next to the hotel was a plus. At the time of our stay the rate was quite... More",1
I can't say enough about this place! They thought of everything! We even used the laundry 50c for wash 50c for dry) since we were on a long trip from Tulsa to Sedona and back. This was just a stop on our way home and wished I was able to stay here the entire time! The most comfortable bed and... More,1
"Stayed here because it was right downtown McMinnville. We were on a wine tour of the Willamette Valley. Never again! The room did have its own bath (you pay extra for that) but it was small, small, small. It smelled dusty, there was barely room to turn around, only a bed and two tiny nighstands. Where do you put the... More",1
"This hotel or what they call themselves motel poses an excellent location in the downtown , with fair value you will not find competitive hotel has the same or near value , free parking is a big bonus, Staff are very polite and treat you as family member",1
"Helpful and friendly staff. The room was newly renovated and very nice. It was clean and just big enough for the three of us. The fridge and microwave were perfect! Best of luck to the new owners...and I'm sure we'll be back again! Thank you, we had a wonderful stay!",1
"We/I have been staying at the Baymont several times month for a week at a time since 2013 The front desk staff are ALWAYS friendly and helpful, my room is clean and stocked. If there are ever any problems, they are addressed immediately. It makes me feel like Im an owner, not just passing through. Thanks!",1
"If it wasn't for the carpets, this would have been a decent place to stay carpets are chemically sprayed on and it adds an irritating smell to the room-watch out for people with respiratory issues. Otherwise, staff was helpful and friendly. Location is not that great, but it's an ok stop on the road with some restaurants within walking distance",1
"This hotel was great! Our company held their meetings there we had catered breakfast, lunch, and dinner by the hotel. At night after our meetings it was great to go to the Casino and the tavern was a cool hangout place.",1
Terrible. Weak wifi. Room wasn't ready until 7pm. Short staffed I guess. TV had a big scratch in it. Iron was broken.,0
This was a very beautiful hotel. The rooms were small but clean and quaint. The hotel was located within walking distance from the saturday market and other downtown activities. We had desert in the hotel bar and it was delicious.,1
"Even if it was just for a night passing through, everyone was amazing. The room was clean, we were not bothered at all, the staff was very helpful when needed, everything was quiet when it shouldve been. Amazing. Will definitely come back.",1
"We booked the room after purchasing tickets to see Paul McCartney at the US Bank Arena in Cincinnati. It was the hotel that was suggested on the arena website. After booking, I became a little concerned because of the large number of negative reviews. I put a couple of phone numbers for other downtown hotels in my phone--just in case.... More",1
"this motel is disgusting visible dirt, everything is falling apart, mold. there were blood stains in the sheets and blankets, so nasty u can't go barefoot, worse of all no refunds and the manger is lazy",0
A shopping trip with my cousin. Two day stay at the Hampton. Outlets were close by and we had a very nice stay. We will return. The beds were so clean and comfortable. Breakfast was very good and lots to choose from. Staff was very nice and helpful.,1
"We checked in and noticed an odor similar to cat urine in first floor room. I called front desk, they contacted housekeeping and she came immediately to spray and request an ozone something. I called front desk back and asked for another room. They did not have one with two queens so we took a king. The front desk asked if we wanted a roll away and I said yes. We left for dinner and when we returned, no rollaway. I did not call desk back. All of us crammed on the king bed.",0
"The lobby looked nice and half way updated. Checked in got into room and immediately the smell of musty air conditioner, decor was outdated nothing close to the lobby and the first floor. Oh and there is no elevator and as you walk up the steps to the 2nd floor you see the paint and trim on the walls peeling... More",0
"Bad: The bathroom needs to be upgraded. It is very worn, the brown wall paper was dirty and the paint on the sink counter was pealing off. was also disappointed the room did not have a coffee maker. I like to have a cup while I get dressed in the mornings. would have liked a non-smoking area in the casino. I am a non-smoker and I had to keep taking breaks and go outside for fresh air. Good: The Beds were great! The location was very good. The gentleman at the Registration desk was very helpful and friendly. And the Lady at the Keno lounge was nice too.",1
"I was pleasently surprised with the quality of the room and it's location. It was quite literally 3 minutes drive time from the Washington Monument and 10 minutes walk time from the metro. The staff was very helpful and the room large. It had a mini kitchen complete with stove, fridge microwave and sink. If I needed an inexpensive place to stay in DC for the week and didn't want to have to eat out every night this would be the place. It's age was showing, carpet stains, peeling wallpaper etc, but the staff was excellent and the rooms very comfortable. No one's home is perfect and this hotel isn't either, but if you are looking for a nice place to stay and can handle it not being absolutely perfect you'll be very happy with Virginian Suites.",1
"Spent 3 nights at the BW Pluss Inn at the Vines, located just outside of downtown Napa. Perfect location for what we needed. Recommend using Uber for transportation, so easy and fast. It appeared that there was plenty of parking available in the downtown area, but we preferred to walk and enjoy.TwinCityGrl - Thank you for taking the time to review our property. We are conveniently only 1 mile from Downtown Napa, so a quick cab ride away and you're in the heart of everything. We hope you come and see us again soon.",1
Have not stopped at a Drury Inn in quite a while. The last time we did was not a good experience. But because of the reviews decided to give Drury another chance. Glad we did. Do not hesitate to stop at this hotel.,1
"Hotel looked very nice and modern, rooms are very comfortable and have refrigerators which was great for us to store drinks. Room was very clean and the ammenities were plenty. Only thing is that rooms have LCD's but no HDTV cable, so quality of image was not what it's supposed to be. Check-in/out was very prompt and efficient. Will definitely stay at this hotel again if in DC area.",1
Keep driving! The other family that we were traveling with booked and paid for this room far in advance. We arrived without the other family and was given a room on the second level. When my husband and I exited the elevator with our luggage the entire length of the hall smelled like a skunk had run down it. It... More,0
Wish we could have stayed longer to enjoy the city. Had other obligations that put us on a short time schedule. Hope to visit again in the future. The location of the hotel was perfect. We were there for a 86 year old Aunt's birthday.,1
"Staff was friendly. Breakfast was great, especially the coffee! It was very modern and up to date. Only reason I didn't give it 5 stars was because we requested a non smoking room, and unfortunately the room smelled like cigarette smoke. They did spray the room, but it only improved it slightly.",1
Bad: Nothing. Good: Convenient location in the city centre walkable to most attractions,0
It's was very comfortable and clean no problem,1
"It was a very nice, clean hotel with friendly staff. Breakfast was cafe style but not free with stay. It would have been nice to have a microwave in the room to warm up the coffee but it did have a small fridge.It had a nice pool and fitness area.",1
"This is a lovely hotel where one is made to feel very welcome. An extra bonus (for cat lovers, at least) is Claire, the resident cat. The hotel is ideally located for exploring the utterly charming French Quarter. Our room was beautiful and very comfortable but as this is an old building, it is not very soundproof and other guests talking in the courtyard and entryway and wheeling their luggage around disturbed us early each morning - at 4am during the first night. The Frette linens and Molton Brown toiletries were much appreciated luxury touches. We were however disappointed by the breakfast - we ordered toast in preference to biscuits and one slice of toast each seemed rather meagre. Be warned - the coffee is flavoured with chicory - a New Orleans tradition but not to our taste. I would recommend this as a place to stay if you are happy to put up with the quirks of an old building but suggest eating breakfast elsewhere.We usually do have pure coffee in the freezer. We don't get many requests but we try to stay prepared. You simply needed to request it. I doubt that anyone could find breakfast spots in New Orleans that serve pure coffee. New Orleans traditional caf au lait is French roasted chicory coffee served with an equal part of warm milk. That is what we serve. That is what Caf du Monde serves. We are famous for our buttermilk biscuits but we do keep gluten free and whole grain bread for the guests who don't eat white flour. I do apologize that you were served only two slices of toast. An order of biscuits if four therefore an order of toast should also be at least four.Please if your travels bring you back to New Orleans give us another try. In addition to the tea , hot chocolate and iced coffee that are always available we will brew pure for you each morning. We will also give you a room on the second or third floor or even on the other side of the street so if we have late arrivals or early departures you won't be disturbed.Claire would be disappointed if you went elsewhere and so would I",1
Bad: I had to be switched because these people next door were partying all hours of the night. At 3am they decided to start arguing in the hall. I called security once for them to turn up their music right after they left. Then security came up again while they were in the hall screaming. I will say this the hotel made it right. They gave me that night free and switched me rooms. Good: The rooms were beautiful. Comfy beds good breakfast.,1
"In Cleveland on a weekend trip to visit my daughter. We booked through Travelocity and got a more than reasonable rate for airfare and lodging at Aloft. The hotel is hip, modern and new. It's in the center of a growing nightlife on the water front of downtown. Our room faced the popular Punch Bowl club and it was clearly... More",1
"Bad: sound proof need it ... people on the second floor were running around and I couldn't sleep... Good: Rooms are renovated, location was perfect finally service and breakfast was great",1
"One room key didn't work, carpets in hallway and at door filthy dirty, as for carpets in room, due to color, not able to see as much, but, come on, if outside door is visibly stained and dirty, what's expected inside. Continental breakfast ok. All night, as we checked in late, people,guests outside smoking and littering their cigarette butts all over. Don't recomend!",0
Bad: The floors need more thorough cleaning. Good: Nicely situated hotel in Miami Beach. Pleasant architecture with patio-like outdoor seating area where you can relax. Friendly and helpful staff. Public parking one block down.,1
"Bad: Pool is small and quite crowded but it was hot an many people were trying to cool down and relax. Good: The bed was very comfortable, a extra touch with slippers and a bathrobe in the room",1
"I recently attended a conference held at ARIA Las Vegas. This was my first trip to Vegas but it definitely won't be my last! The conference accommodations were fantastic (room temperature was a bit too cold at times) however, I fell in love with this hotel. The ARIA buffet has so many international food options, I felt I was dining... More",1
This motel looks like it was once a family gathering place. There is an old swing set and gazebo. The theatre theme in the rooms is giving way to an update of the decor. The motel was our stopover between dives on the Osprey. There is not much choice in town unless you look to a bed and breakfast or... More,1
Front desk attendant wasn't available on arrival. Had to call her to open the door to let me into the hotel itself- that was a first for me. Then she proceed to be rude through out the check in process. AC was loud as a lawn mover. Kept me up all night. Worst one night stay ever. Big nope.,0
"We spent the weekend here last week for a college visit and apart from having a floor full of teenagers visiting the hotel, we had a very good experience staying here. They had a nice buffet breakfast that was 10 that got us going for the day. They also had fresh baked cookies in the afternoon when you came back... More",1
"My wife and I spent three nights at the DTC Hampton Inn. We were unable to get a decent night's sleep any one of them. The hotel has been remodeled, but it is an older hotel and the remodel did not include the kind of construction and soundproofing you typically find in a Hampton Inn (I travel regularly and stay... More",0
"My experience in this hotel has been one of a kind. Everything seems to be on point. I would recommend this place to others. Also, great price! Full breakfast included. Nice!",1
"The room was great - bright, clean, airy, spacious. Bed and pillows were comfortable. I thought the common areas were fine as well. Breakfast was great. My only complaint is that the halls and lobby are a little shabby looking. Carpet's worn front desk was sloppy. However, if I ever need to stay in Columbia again, this will be my spot.",1
Bad: Waitress didn't come around a lot even with tipping. The hotel was older and had some cosmetic problems. Good: Lots to around the property and decent food prices. The buffet was really good.,1
"Stayed for 1 night, and the lobby and breakfast area are beautifully decorated and nice. Easy to find location with plenty of parking, but parking can be a hike if you dont get there before rooms fill up. Room was put together, and looked nice, but fan didnt work in bathroom, towels were slightly tattered on edges, and curtains didnt... More",1
The location is great and the rooms are very spacious and very comfortable. I will recommend this to anyone.,1
"The hotel is located across the street from the Space Needle. Its also within walking distance to Pike Place Market and other places along the wharf. The hotel is quiet. I never heard another person while in the room and virtually no street noise. Rooms are stylish and the beds are very comfortable. It has a mini kitchenette so if you there for a period of time it would be great. My only complaint is that the clocks in the room were still on Pacific Standard Time, not Daylight Savings. I did not notice this until the morning and was late for an appointment. I tried to change the clock but was not clear on the clock how to change the time. When I checked out I notified the desk that they should check the clocks in the rooms.David B,We are sincerely appreciative of your complimentary remarks on your experience at the Hyatt House Seattle Downtown. I have shared your feedback with the team as we pride ourselves on the things we do right and how we can continually improve. Thank you for the feedback regarding the clock in your suite. Please know this is extremely important to us and we have our maintenance addressing this concern as we speak. I deeply apologize for the inconvenience this caused. Safe travels we hope to see you again while visiting the area!Sarah Junge",1
"Last minute decision to stay here. Front desk was friendly and helpful. Cheap price got us exactly what we expected - a no frills, bare bones room. Convenient location right off I75 South, next to lots of restaurants and a Whole Foods. Little tricky finding the entrance at night. Pool area looks like it would be good in the summer.... More",1
"Bad: The doormen could have reacted a bit quicker to open the inner doors, which were very heavy. They sprang into action for the outer doors, but saw a dad with buggy struggle to get through, and people with cases, let in through the outside door, and having to open the inner door themselves with luggage. Good: The welcome was great. Staff were helpful and interested. The room was stylish and spacious, with great facilities in the room like iPod Dock.",1
"Excellent is the word that describes this hotel. Excellent staff excellent rooms, excellent service. IO would gladly stay in this hotel if the need came up. I would highly recommend it to you.",1
"I use the net for work and this Hampton inn has theirs set so slow it is unusable. And no this was not prime time. If you need bandwideth do NOT stay here. The download speed is only 90K, that's a Kbyte not an M. Try a Marriot brand maybe you will have better luck.",0
Bad: The bathroom could have used a better cleaning before check in. There was hair left in there from someone else. Good: The nicest friendliest staff ever! So accommodating to our needs.,1
"This is a very nice place. Rooms were decorated nicely, roomy, and cool! I loved the seating area by the pool, but it does get a bit loud with all of the kids. Would have like an outdoor seating area away from the pool/kids. Wifi was fast, breakfast was good, and there were lots of green spaces for our dogs.... More",1
Hotel is very clean. Has good WiFi and is close to the airport. I would stay here again when in the Norfolk area.,1
Bad: Breakfast could of been better.. Good: Rooms an bed.. shower was awesome..,1
"The good stuff: The staff and the food. The Benson has excellent staff and both their restaurants have good to great food. They serve good coffee. The coffee is available in the lobby by 5:30am. It's also fairly quiet for a downtown hotel. Some of the trendier, better furnished hotels downtown are very loud. The location. Excellent location. The bad... More",1
Bad: Limited TV channels and no refrigerator or coffee making facility in room. Good: The free parking at the hotel was great and all the staff were very helpful and polite.,1
"Hotel Sutter is an interesting, historic building. Considering its age it was comfortably air conditioned (108 degrees outside during our stay) and the staff,,,,,,just deliteful! The floors arent level and the elevator gives you plenty of time to plan your day while going from floor to floor, but all of this adds th the fact that its such a cool... More",1
"I am shocked how kind and courteous and simply nice the staff is at this hotel. The front desk ladies are fantastic. Kind, sweet, cute, and genuinely customer oriented. The evening Kick Back cocktail reception is amazing as well. Full on dinner if you like every night at 5:30pm with a full bar!!! And the food and beverage staff are... More",1
Stayed there earlier this month...March....one night for a meet and greet.... It was booked on Hotwire...decent...but couldn't get 2 beds...that that was a small issue...but not major... They're doggie friendly which is cute... They're meds are super high...go across the street to the drug store...just walk...don't bother moving the car... Didn't eat or anything at the hotel...it was hard to... More,1
I was disappointed in the following: - carpet had a lot of what looked like rolled pieces on paper on it - the liner for the shower curtain was missing - the t.v. did not work and I had to call to have it fixed - the hair dryer didn't work and I needed to call for a new one... More,1
"First of all, I'll warn you that there are no refunds, no exceptions. Power went out and a guy who just purchased a room 5 mins prior was denied a refund when we were all informed it could be up to two days before it was turned back on. The owners of this hotel are an Indian family, and I... More",0
"We stayed here when going to Pittsburgh for an event at Duquesne University. We love this hotel because of its proximity to Duquesne and downtown. The rooms are clean, large, and have wonderful views. The staff are always welcoming and friendly. We will continue to stay here whenever we visit Pittsburgh!",1
Place needs work. Staff was not friendly other then head housekeeping and Paul the bartender . Bed was comfortable. For having not much in the area the prices were high for a budget hotel. out dated only good for one night if that,1
"EXCELLENT Motel!! Excellent Motel Suite with enough space to relax sleep wel ! We were helping family member move across country this was just the perfect fit! How wonderful to arrive here after a LONG drive in UHAUL Truck be able to relax, sleep great then to have an excellent full hot breakfast before hitting... More",1
I really enjoyed my stay at the Norwalk Inn. The room was beautiful and the staff was so helpful. There was a great restaurant where we had a wonderful family meal. I would definitely give a five-star rating to this hotel. Hoping to come again soon!,1
This hotel is in a perfect location to downtown Chicago - couldn't ask for better!The public transportation/train system is excellent and the hotel is a short 5-10 minute walk to many of the lines.I took the train from O'Hare and it was super easy !My room was a basic Club Quarters room - standard amenities.The staff was very friendly and helpful.I would most definately stay there again on my next trip to Chicago -,1
"We stayed a week while visiting Disney. We had a one bedroom in the Grandstand area. The room size was fine. King bed was comfortable. The pillows were not as comfortable. There was a deck, and a full kitchen. The closet included various items and left little room for clothes. The washer and dryer were extremely loud. The livingroom was... More",1
"The lobby was small, but modern. The valet and check in staff were great. We had a package that included breakfast. We ordered and put both orders on one slip (Why waste paper), but the hotel charged us for one breakfast because they were not written on TWO separate tickets. The food was not so great. Pre-cooked and microwaved. Not worth the money. The room was great, but we had a corner room. The waterpressure could have been better. Overall, not too bad. Not my first choice for a NOLA hotel, but would consider it again if I had to.Glad you had a great time overall here with us at Aloft NOLA. We appreciate your feedback and are always looking for ways to improve. Like most Aloft's, our breakfast options are grab and go items aimed at quick and convenient service. On a brighter note, those corner rooms are great and offer fantastic views on the Crescent City. We appreciate your business and look forward to having you back here with us again soon.Dixie Krauss, Operations Manager",1
"I was expecting a suite considering the name of the hotel but it was really a standard room. I overlooked that as I should have paid better attention but the room was not very clean. I found a dried up contact lense in our bed, there was mildew in the tub, and the room could have used a sweeping. The other issues we had was that when we returned from dinner the front desk worker was sitting on the couches with her significant other while there were children sitting at the hotel bar. Also later my husband ran out quickly to grab something from our car and this same hotel employee did not bother to look up from her phone when he entered the hotel. Last, I went to buy a snack and a drink later that evening, the same employee was on a clearly personal phone call did not even notice I was there. I seriously could have taken the stuff left and she would not have noticed. We have a returned visit to Baltimore and I don't think we will be staying here again.",0
Bad: Breakfast - hardly adequate. Good: Location and value for that location. Easy to get to - right across from bus station to/from Logan airport. Room was small but comfortable and updated.,1
"Clean, comfortable hotel with friendly and helpful staff!",1
"There were dead bugs on the floor of the bathroom and carpet. There was dog fur or some sort of animal fur on the furniture. There was a cigarette burn on the sheets. The room smelled like mold. The comforter smelled bad. I didn't see any bed bugs but I was paranoid about it all night. The bed was lumpy and felt like it was going to tip off of the platform. I could not believe I paid 100 to stay in this room for a night, but everything was sold out.",0
Unreal facility and it is connected to the new Duke's Beach House restaurant which is fabulous! Beach is drop dead gorgeous with plenty of sea turtles. But in order to really make it happen find Dawson Chasity and they will make your vacation perfection. Best customer service anywhere. A really wonderful place to vacation!,1
We booked at Grand prix Motel last minute for Jeep week 2016. I was a little skeptical due to the stories you hear about outdated motels and the few bad reviews. This is my first time ever doing a review but I felt like this place deserved it. Very well maintained family owned motel with private balcony right on Daytona... More,1
"The hotel is very nice on the inside and outside. It's very up to date and the staff is amazing. It's not very far from all the major stores and attractions on International Dr. It's tucked away, so it's very quiet. There is a Walmart right across the street and a Dollar Tree and some other stores really close by... More",1
"Best place for lunch cocktail's the ole king cole bar is old world sophistication at its best. The chef produces the best soups lite bites he never disappoints. A welcome relief from the hustle and bustle of New York City when you enter this sanctuary of elegance Dear Louise,Since the hotels founding, we have looked to offer the best customer service possible. It is with pleasure that we get to read feedback from our guests, especially when we were able to meet the very high standard we aim to achieve.Thank you so much for taking the time to share your kind words and please do let us know when your next visit to the King Cole Bar is planned as we would love for you to be our guest once again!Kindly,Danny CooperDirector of Food Beverage Operations",1
Accessible to any places you want to go. Not that much of amenities in the hotel but still safe and cozy to stay in. Everyday they have Craby Hour - Free food/drinks.,1
"We stay at this property at least once a year when we head to Vegas to visit family. We like the location, off the strip in more of the residential area. The rooms have recently been renovated with an updated dcor. The rooms are very spacious and we have never had a problem with noise. The pool never seems crowded. The food is average. Sunrise breakfast for 3.99 in the caf, but you have to know about it as it is not on the menu. We are members of their BConnected players program and do receive the occasional perk, however be aware that anything you win ie. breakfast buffets, have to be used the following day. Other casinos vouchers are good for a longer period of time. Years ago I used to win money or break even, not so for the past few years. We had an issue with our bill at check-out, as we do every year. Someone had visited a bar and charged it to our room. The front desk gal said she'd look into it and within an hour was corrected. My only negative comment is how unwilling they are to satisfy a customer issue. Tried to use buffet coupons one day after expiration. We were told to go to the players club and see about getting comps...were told NO. We had a 15.00 food credit on the room which apparently was only good for that particular date (we used it the day before) and upon check-out was charged to the room. I explained that we were not told it could only be used for that particular date as our stay was for more that one day. NO credit. Very poor customer service considering the size of Boyd properties. Pretty sure 15.00 isn't going to break them and I don't like feeling cheated. This will definitely be a deciding factor for our next trip. Plenty of places to choose from when visiting Las Vegas. Suncoast isn't the only game in town!",1
"Very impressed with the customer service at this Hampton Inn - Patrick, the manager, was incredibly helpful in coordinating my travel through Chapel Hill. The receptionist, Sean, was incredibly kind and welcoming especially after a long day of travel. The room was in great condition and very clean. Hot breakfast and free wifi were great bonuses. Would book here again... More",1
"I have never had such a horrible hotel experience! I booked straight through their website, not a travel website. The room I booked was a 2 bedroom suite that clearly stated it has a king and 2 double beds. We arrived late after a long day at Busch Gardens on the day after Christmas. Check in took awhile but that... More",0
"myself and co-worker came to OKC to visit clients. This hotel is the perfect location to see energy companies on the northest side of town., Clean, safe neighborhood, updated rooms. And inexpensive! Will definitley be back!",1
This was the second LaQuinta we stayed at it was very nice. We would stay there anytime. Because we have a dog it makes it even nicer because most hotels that allow pets are not that clean.,1
"This comment is solely based on the Customer Service provided by the night time attendant (ANDREW) that checked us in. I am positive that had Andrew not provided the service when and how he did, I would have called 311 to express my discomfort (caused by other hotel guest) and demanded a complete refund. Andrew the Pena Family thanks you for your understanding and professionalism. -dez",1
Bad: Too expensive for simple facility. One day the shower did not work in the morning for 3 hours. Internet connection was terrible and not stable. Connecting to internet was difficult. Fitness facility too small. Good: big new room with good light,1
"The hotel definitely shows age and tons of wear. We had two rooms both in somewhat poor condition that both smelled strongly of smoke (non smoking rooms). Stains, tears, and burn marks pretty much sums it up. Staff was very friendly!",1
"We have stayed at this property several times during trips we made between Des Moines, IA and Richmond, KY before moving to Richmond in Dec. 2013. The is an older property which, we think, needs to be upgraded. The appearance shows wear however, our room was clean and quiet for a property located on a busy in town highway. The... More",1
We were heading to Canada at the beginning of August and couldn't find anywhere to stay. We have been driving already for 11hrs and it was almost midnight when we found this motel. They were closed already but the vacancy sign was still on. They still gave a us a room and the price was awesome. The room was clean.... More,1
"This hotel is conveniently located, Front desk very friendly. My company made an error and Kori handled like a pro. Front desk remebers my name when i come now.Breakfast is huge and they Serve real eggs.",1
I was in town for a seminar that was located at the Embassy Suites at Crystal City.,1
We have found that Drury Hotels are usually very clean and updated. This hotel was very nice. Staff was friendly and professional. Generous with bath towels which is appreciated. Excellent breakfast. Free newspaper a bonus.,1
We stayed for 4 days while we were in town for a friend's wedding. The hotel was surprisingly quiet inside and out. It had a great location right of the main road. Hotel seemed like it was in a nice part of town. Clean room and great breakfast. Our room was nice and the bed was super comfy. We also... More,1
"I recently had my Gatsby/Roaring 20's wedding here and I couldn't have chosen a better venue. The front desk staff always greeted me with a warm welcome when I popped up to look around or meet with vendors, one always remembered my name which was very nice. Cole the catering sales manager treated me as if we were simply friends... More",1
Bad: I liked everything besides the price. Good: The cleanliness,1
"Overall, I enjoy this hotel. I have stayed there a total of 5 times for business purposes. Each stay was for nearly a week. The staff are always warm and welcoming. A decent free breakfast and decent free wifi. My bathroom has been ""dirty"" a few times, such as hair in the sink or toilet. But nothing horrible enough to request another room. Overall, great stay.",1
"We had a 1 night stay this weekend on Honeymoon island with our 2 children. The hotel staff was super friendly, the room was clean, beds were super comfortable and the breakfast was great. We will come again. Would love to come during spring break!! :)",1
"Check in took several minutes because the hotel clerk was having trouble with the guest before us. Clerk was not especially welcoming. Room is clean and updated, but sparse. This room was adequate but we would not have stayed there except it is within walking distance to Disneyland.",1
"I have stayed at this establishment three times already and I love it. The front desk staff was fantastic especially Yolanda. Nikita the young lady who cleaned my room did great job. And Victor the building maintenance person was also very helpful. The rooms are clean and spacious, except the bathrooms are a bit small....I had an ocean view room... More",1
"Pulling into the old worn out parking lot, you want to cringe. Just keep coming. The room was clean. The bed incredibly comfortable. Fridge, microwave, clock, coffee with pot and even a few things for breakfast. The price when I was there was 60 dollars a night. I've been at motels where you got so much less for double the... More",1
"My wife and I were heading back from Cincinnati and stopped late here for the night. Clean room ,Quiet, and slept like a log. Next day had a nice breakfast. Packed up and headed home. Got home and had forgotten part of a cord that I needed. called them and they found it. They were very helpful and I drove... More",1
Bad: Staff are rude. Check in was a little messy. . Good: Comfortable! Good location. Free parking. Breakfast was okay.,1
Nice for a place to lay your head at night while you explore the city during the day,1
"There were no towels or blankets in our room. When I called the front desk, they made me come down to pick up the towels. They said that they were out of blankets. Really How does a hotel run out of blankets I guess someone was on vacation when the need to order more blankets was supposed to be placed.",1
"Bad: We came in the evening after a long business journey and I was pulling the luggage for me and my assistant in and there was no one to assist me , two people walked by and the third finally asked me if I needed help. I was not please. Then, I had booked a room with two beds and they sent me to a room with king size bed. I had to go back to front desk with my luggage. The front desk person was great she upgraded us to a suite on the executive floor and turned the situation around. Good: The staff was very accommodating to the problems we had at check in and made a bad situation much better. the customer service was excellent at the front desk",1
"Good hotel for the price. Easy to find - room was clean, comfortable. Good breakfast - breakfast staff was very friendly and helpful as was the staff at the check in desk. They answered several questions for us and told us about places to eat in town.",1
"Such a great experience! We traveled as a hockey team, and the team at Hyatt Place was so accommodating! First, my room wasn't ready (at 10 a - check-in is far later), so they got out some cold breakfast items for my son to keep us occupied until it was ready. The rooms were clean, modern and spacious. At the... More",1
"This was actually my second time staying at the Benson Hotel and it was just as great as I remember it to be. This hotel is in a great location - walking distance to many fantastic restaurants, Powell's Bookstore, Pioneer Square, and the Brewery District. The staff are great, welcoming and friendly and always helpful with directions and restaurant recommendation.... More",1
Nice hotel and friendly staff,1
"Drove up from NC for a quick getaway with the fam. Booked room thru expedia, price and location was great. Staff was outstanding! Very helpful! Hot breakfast was cherry on top! We'll be back here.",1
"Great room. Clean and spacious. Hotel is adjacent to Basic Graduation field, so you don't have to worry about traffic or parking. Nice outdoor pool. Lobby area had plenty of places for families to gather,",1
"Stayed at the Courtyard Lake Union for one night on business and I usually dread staying at Courtyards but was pleasantly surprised how well appointed this property was. I believe it has been significantly renovated and they've done a great job!The location is excellent with a lovely view of the lake and walking distance to many restaurants, bars and sights. It takes about 20 minutes to walk to the space needle and about 60 minutes to Pike's Place.However, I've only given this hotel a 4 rating as 430 for one night is crazy for this level of accommodation.Hello kmalho,Thank you for taking your time to share your feedback regarding your recent stay at the Courtyard Seattle Downtown/Lake Union hotel. Our hotel did go through quite a few renovations and I am pleased to hear that you liked it. We hope to have another opportunity serve you whenever your travels bring you back to Seattle.Sincerely,Dan PhamGuest Service Representative",1
Horrible,0
"The hotel beds were very comfortable, I slept like a baby.",1
"Stayed here because rooms were blocked for a wedding. When we entered, the casino was very smoky and hot. They definitely need to move the air around better. The restaurant offerings are limited and some of them don't run well. The service in the restaurants was very slow. The room itself was spacious, clean and well priced. We had one day for a pool day, the temperature was 94 degrees. Imagine our disappointment when we found the pool is shaded by the building the entire day! Also, the pool amenities were all closed down. Huge disappointment -- huge! We would not have stayed here if we would have known. I did have a wonderful massage and it was a great value. If you would like to have the massage of your life, go see Elvira! She is awesome.",1
"The comfortable on the bed was very thin, room had no refrigerator nor microwave. Wasn't informed at all that the Ice Machine wasn't working. Room was very clean.",1
