label,sentence
1,Works fine as advertised. Will recommend it to anyone.
1,Bought this tablet just to use in 1 room. It works great!
1,The Amazon Fire TV box is a wonderful device. I love the Alexa voice search feature. Wish there were more movie options for Amazon Prime members.
1,This was a great present for my husband who is extremely tech savvy and very particular about his choice of equipment. He was overjoyed with this. Glad I choose to stick with Samsung.
1,This is an very good to use in all areas. The letters are very clear.
1,"I love having this in my home. It does so much I have barely scratched the surface with it. I have Amazon Prime so I can call out whatever music I am in the mood for and it will more times than not play. I haven't yet used it for lights, Uber, or any of the other many things it can do. A lot of fun."
1,We love this device it controls the lights in home
1,My Alexa is so awesome. While cleaning the house it's so easy just to say Alexa play Without having to stop and search for the song in your playlist or choose and pick which songs you want. My housework can get done so much quicker now and is much more enjoyable.
1,This is perfect my kids to do their school work on and have fun as well.
1,I can get to anything I'm needing to from the home screen. Helps simplity everything!
1,Bought the two tablets for two of my younger grandkids. So far the tablets have held up well. My daughter likes having the ability to limit what the kids can use the tablets for.
1,It's pretty fast response time on switching between apps and pretty good 4k visual also.
1,"I bought one for my 7 year old and one for my 3 year old. I love that I completely control the content and time use. It's easy to use, and small enough for kids to hold."
1,"Great kindle, perfect size screen, I love using it just as much as my iPad mini and regular size iPad! Easier to travel with!"
1,"This is a great device. It is ultra light, and a pleasure to use. It also has a very satisfying premium feel. The price, of course, is not worth it.. unless you can afford it. There are cheaper models of the kindle with similar screen resolution....but if you CAN afford it, I highly recommend it."
1,"Love this Amazon Fire TV. I hooked it up to my bedroom TV and started watching all of my favorite shows on Netflix, and other apps that comes on this! Great!"
1,The sound is not good but it was easy to set up. Alexa itself his limited capabilities.
1,great tablet and great price that I purchase 3 for all my children. They have no complaints. And if it breaks I can easily afford buying a new one.
1,Easy to use grandson enjoys it .plus the two year warranty you can't beat kids can be rough on tablets.
1,I got this for my wife and she loves it. Uses it every day
1,"I purchased this tablet for my 2 year old niece, and it works great, no issues at all, she mainly uses it to watch barney and Elmo episodes... easy to setup parental controls for safety... easy to handle especially for a child, very small and lightweight... recommend to all"
1,The Echo is awesome! I purchased this with the intention of controlling my Hue Lights through voice however it has much more features than expected. My wife now turns it on daily for iHeart Radio. I purchased this almost 1 month ago and I'm still discovering new things with it. The only issue is there is no Plex app however I'm sure one is in the works soon.
1,"this is a great item, I used it to replace my tv. A+"
1,This tablet is perfect for my lil brother. He love it
1,I have owned a few kindle's in the past and this one works as good if not better than the others. I'm an avid reader and I get a lot of use out of my kindle and it's small enough to fit just about anywhere. I love that it comes in different colors too!
1,"Bought as replacement for Kindle HD 7 2012 model. Works great, considering the price. The expandable storage is awesome!"
1,This is a nice tablet for the price. Functional for your basic needs.
0,"I purchased this device to stream movies to a room that had minimal apps. The I tried to activate Netflix, I kept getting an error on log-in. Then after contacting Amazon Tech help & researching found out that Amazon & Netflix parted ways and do not support each other. So, I returned the device and purchased the Roku4 instead to great satisfaction."
1,I am able to read in any sort of light and able to change the font size.
1,I love my new Amazon Fire tablet it's great!! The perfect size to fit in my purse so that I can take it with me. I would definitely recommend to a friend.
1,Very simple setup and a great little item for the price.
1,"I wasn't looking for anything complicated just something to read books on, play a few games, watch videos. At those things it does very well."
1,This was purchased for my daughter. She absolutely loves this tablet. It's a perfect size for her. She has not stopped using it since we gave it to her. It's an excellent product to keep her busy and entertained. The graphics are awesome. The price we paid was well worth it. We will keep shopping at Best Buy
0,Nice portable speaker but wish the sound quality was better.
1,"I bought this tablet right after Black Friday. It had good reviews, a perfect warranty for kids, and a reputable branding. Once set up, it has a good cover that is light and hard for a child to remove. The included one year software Freetime is user friendly and convenient to navigate. So far, we really like this tablet. The only thing that I still need time to determine its battery life. After about 2 hours of game play, the battery is about at 50%. Very satisfied."
1,Our child has had one for a few years now and his cousin wanted one so we bought one as a gift. Cannot get the two of them to put them down.
1,My daughter loved it nd I love that she leaves my phone alone now.
1,I bought 2 of these for my niece & nephew! They think I'm awesome now!!! I'd say they were definitely worth the purchase.
1,"Small yet powerful; HDMI connection, 4K capable. Amazon content plus Android framework. Nearly perfect!"
1,Works great with my older Kindle!
1,One of the best streaming services out there amazon fire tv is a great product.
1,So cool & easy to use. It was easy to connect & sounds really good.
1,This device works like butter. Better than Roku. Tx
1,We bought Alexa for Father's Day.. my husband is so attach to this Robot and we are too!!
1,"The Paperwhite is an excellent product. It is very lightweight, easy to hold for long periods of time, and user-friendly (software wise). Be prepared to have a slower reaction time than a typical tablet (or Amazon Fire); this is because of the e-ink. However, I will take the trade off, as you are able to read e-ink in every environment (sunlight, dark rooms) without any eyestrain -- something that is not possible with a regular tablet. Screen response time is only slightly delayed because of this.If you have a Prime membership, you have access to all of Amazon's library, which has a large selection; however, most disappointingly, you can only rent one book per month unless you upgrade to Amazon's Kindle App, which is an additional $10/month. I find this to be mildly frustrating. However, you are able to rent books from your local library whenever you would like.Overall, I think the Paperwhite is a fabulous product for reading, with only a few drawbacks. I enjoy reading on it very much."
1,great for the kids and protection is good ! and best buy is making me write more stuff here so that people can go ahead and buy this product...
1,Great item.... good addition to home and family. Recommended for everyone!
1,"I recommend this to everyone, the ability to get information that is quicker than a push of a button. Awesome"
1,This was a gift to a friend and she loved it! It's great for a starter tablet and would recommend it to anyone looking for a tablet at a great price!
1,"Don't hesitate to purchase. Works great. My son has the Fire Stick which works great, but this Fire TV is so much faster and more responsive. Love it."
1,Does well when you speak loud and clear. Easy to setup just use your phone and add the WiFi password
1,"I'm a computer geek so I excited when my Wife go me a tablet for Christmas. I enjoy playing games, reading books/magazines, and like the small compact size with power."
1,Amazon free time great for small kids to get entertained
1,"My 2 year old grand daughter loves it. Amazon has a lot of age appropriate apps to download. I know longer have to have my precious girl snatch at my phone saying ""My toy Papa!"""
0,My 4 yo grandnephew and 3 yo daughter love them! The tablet does freeze but that's what happens sometimes! They love them!
0,"When you buy an Amazon product from Best buy they will not take responsibility after two weeks and said to speak to Amazon directly,But you cannot return any Amazon products bought from Best buy to Amazon, Do not buy Amazon products from Best buy but ever again as you are doomed with it"
1,"I love my new Kindle! I have owned them all and each one improves on the last. It's a great way to read! I have the origami book cover as well and did not expect to like it but actually, I love it!"
1,Having fun exploring the capabilities. The sound quality is great!
1,It is amazing! Most wonder product ever bought! Would recommend it
1,I need the Geek Squad to help me with the Amazon Prime I purchased it for 2 granddaughters but I don't want them to have access to my books.
1,One of our best home purchases. The echo has been very helpful to us daily.
1,Easy to set up. The parental controls and safety features make this a great purchase.
1,The tablet is not bad at all for the price I paid during Black Friday. The only issue for me is the occasional pausing during streaming on netflix
1,It's a great table for kids and first time user of tables.
1,Good loud sound. Very good speaker. Convenient voice commands to take outside of house.
1,I purchased it to read books and I love the fact that I can play games on it also. Works fine and is easy to use and for the price I do not think you can go wrong.
1,Love my Amazon echo! Everything exactly as advertised
1,I love Amazon now there's so much functionality especially with video. This works great and the quality is amazing
1,Reading in bright sunlight is now easy on the eyes
1,My daughter can't get enough of this tablet. The only thing I would suggest that you have YouTube kids as a pre installed app. The adds are ridiculous for children when you download it from the App Store.
1,I bought three of these units. On sale for $34 apiece. Great deal. Great price
1,"Runs better that a fire stick and it buffers faster two, great for streaming Netflix, and Hulu in HD, I haven't had any issues with these programs and if you have amazon prime you can link your account for streaming, purchasing and renting titles."
1,Bought three of these during the Black Friday sale for family gifts. Everyone loved them. Cheap and fun little tablet to have.
1,"If you plug the prongy side of the adapter into the wall, and then plug the big end of the USB cable into the non-prongy side, and then plug the little end of the USB cable into your Kindle, it makes books magically appear on the screen. Use your eyes to read the words, and your eyes will transmit the information into your brain."
0,"I had originally decided to get a kindle instead of an iPad due to the cost. It's a great screen and has good sound, but the battery is pure junk! I should have went with an iPad."
1,This device is wonderful and very handy. I really like this very much.
1,"So far, I've enjoyed all that the Fire TV has to offer and its functionality. It's very responsive and loads shows/movies/music instantly. The only thing that is annoying, is that the remote will intermittently not work. If I tap the remote, take out then reinsert the battery, it will work again. I've tried replacing ""new batteries with ""new batteries"" with the same result. Not sure if it's a glitch with emitting diode signal from the remote to the unit. It's not very frequent, so I tend to over look it. The unit and the remote will occasionally go through software updates, so I'll see if that takes care of it first."
1,"The echo works great around the house. From setting timers, to listening to music, to reordering paper towels."
1,Bought the Kindle for my grandkids they just love they play with it all the time they use it to read books play games they just love it
1,"Purchased after reviewing online, and it has lived up to all expectations."
1,Echo dot on steroids! Love it. Own the dot AND the regular echo.
1,"It does what I need it to do, but a few to many apps that are not needed."
1,STill learning all that goes with Alexa. I also appreciate the email updates on the product
1,Bought this for my 5 year old and he loves it. Fairly easy for him to use and me to monitor. Definitely recommend the case.
1,The tablet works great! No problems or concerns! Great for kids also.
1,"This echo does just about anything, just ask her and she has the answer. She works together with my harmony remote perfectly. Cant wait to link her to my hue lights !!"
1,"This was replacement for my wife's original iPad and broken Kindle Paperwhite. She loves it, as it does basically everything both of the previous devices did in one unit that is easy to use, has good battery life, very nice screen resolution and good size for her. Great value, especially compared to an iPad."
1,I recently cut the cord with cable and couldn't be happier. This fire TV box has made it so easy with so many ways to watch programming. I love it!
1,I am so pleased with each and every product I purchased!!!!! Everything is GREAT!
1,Blazing fast and ready to go if you are an Amazon fanatic. All I had to do was link it to my wifi and my account - and DONE!
0,"Hated it ! You have to purchase everything from Amazon ! Took it back within a couple days! Got the roku ,,,,, way better !"
1,I use this device in my office to stream music and keep up on the news. Overall a good experience so far.
1,"Great tablet for kids since it's price friendly, and it has an option for child users."
1,I would highly recommend this product!! I wish that I had purchased this item a long time ago!
1,"We have 2 Roku 3s, and we like the Fire TV better. It works so much better with our SlingBox...you don't have to go through your cellphone. Our Rokus freeze up frequently, but the Fire TV has only done this once. (So far!) We will probably buy a second one for our bedroom and move the Roku 3 to a guest bedroom."
1,Easy connection and very good playing different apps.
1,Alexa is the greatest product ever I use it around the house all of the time
1,"I had to pick this up, for the deal of the day, when I saw it."
1,I love my tablet!! I didn't think at first that I would like this size but it is perfect for me. I would recommend this tablet to all my friends.
1,Very stable system. Pretty much identical to fire stick. Only pay more money to stream limited 4k content.
0,"The Paperwhite is certainly better than the regular Kindle, primarily due to the back lighting feature. If you buy a Kindle eReader, this would be the one to buy. You could spend more for the higher end models but there's really no need. The main issue with this eReader is the smudge effect at the bottom of the screen. I tried two Paperwhites and both had the same issue. Perhaps this is just how they are."
1,"Love it....the color is bright which makes it easy to find in a suitcase or carry on bag. I carry lots of stuff in my pocketbook because the color is neon yellow it stands out. So easy to grab and read. Took it on vacation loved it. I recommend the color cover rather than black one,"
1,"I am extremely happy with the box, well over the stick. Twice as fast, twice as much RAM and up to almost 30 times as much memory"
1,Good tablet for a good price. Great for our 8 year old
1,I hope to find all my books in the electronic format.
1,My daughter loves it! This device provided all the services she wanted.
0,I bought this tablet for my 4 year old it's a good tablet for the 33 dollars I paid. I just wish I could remove some of the Amazon apps.
1,Works great. TV how you want it watch movies and tv shows anytime.
1,"the price was right and I wanted it for it's ease, because I will be using it in my door to door ministry. thank you,"
1,I love my kindle paperweight! It is great upgrade from the kindle touch
1,Purchased this blue kindle as a gift for my nephew after having one for my kids for a year. It runs great and at that price there are no complains.
1,This was the perfect gift for my mom and she loves it so much. She reads like crazy and this does not hurt her eyes like other devices. Great product and recommended for anyone who reads at all!
1,The Amazon box works so much better than the fire stick less lag and buffer.
1,Thank you they were great gifts for my sisters loved it
1,Nice tablet. Great gift item. Gives me flexibility in being able to check email and play games anywhere in the house. My only wish is that the screen were a little larger.
1,"This is a very good tablet for the price (about $50 regular price). Good image quality and battery life. Have been a Prime member for several years, so the included media access - videos, audio and books - is great. It is NOT an android tablet, so much of the Google ecosystem is not available. The Amazon AppStore has lots of options, but not nearly as many as the Google Play Store.Would recommend adding a microSD storage card. Also would get better file manager and video playback apps. There are several good, free options from Amazon's AppStore."
1,I'm buying 2 more for gifts. I love them. I have 2 already
1,Love my kindle it does everything I wanted I to do.
1,"I bought a few of these Amazon - Fire TV (2015 Model) boxes and I don't notice it performs any better than the older model even its specs are showed that it has better hardware components. Just for the fun of it, I have rooted and am still learning what else can I do with it..."
1,This tablet is perfect for my needs which are mostly online books.
1,I like the Kindle but have had to restart it twice as it froze.Still a great way to travel and still have books available to read.
1,I have so many different apps that I use to watch my movies and TV and this device groups them all. The remote makes searching a breeze and Alexa is entertaining to talk to. I would get multiple of these. Amazon is adding a LOT of great features to prime. Oh and I hope you have PRIME when you get this. If you dont your wasting money. Get prime and get the fire TV
1,"well worth the money, it's just a pretty well thought out tablet, the interface is designed well enough for a child to a grandmother to use with relative ease.it's also powerful enough to play a great variety of fun, good looking games. which is pretty amazing at this price point."
1,My wife loves it plays games with her all the time and shows it of
1,Bought for my 14 year old and she loves it. Reads books on in all the time
1,I will buy another one. Very convenient and portable.
1,This is great! Wish I had more instructions on what she can do
1,I like Alexa device. I am using this since one month.This is future of communication.
1,"Used for reading and surfing the web, this tablet is great for all. Great screen clarity."
1,Fabulous new functionality love the night reading capabilities
1,Very durable and easy to use. Last for several years with all that it can do.
1,The parent said she loved the tablet but her son loves it more. He sleeps with it to keep his siblings from touching it. Best gift ever!!!!
1,I got this for my 7 year old daughter. Serves its purpose. It's easy to use and for the price you can't get anything better.
1,"Perfect technology for my 11 year old son for games, reading, and homework."
1,This item is great got for my sister as a birthday gift. She uses it for reading and music
1,Roku is great! I would recommend! You can watch a bunch of Movies.
1,"I 'm very please with the tablet haven't had any problem. It does everything I need it to do. I would recomend it.,"
1,We pay over six $540 a month for Verizon I would never ever pay for cable again all you need is fast Internet I was never the one to sit and watch movies but now since I have the fire stick I love it
1,so much better than my 3 year Fire for versatility.
1,My son loves to play it...........::::........:....
1,"I take my paper white reader every where with me. It fit nicely in my purse. I read all the time, even in the car where the sun is shinning in on it. I just love my paper white and wish I had bought one sooner."
1,"Music, full home automation control, an assistant, calling, shopping and lists, much much more...anywhere with wifi, home or away. Get one, you will not regret it."
0,This tablet works perfectly for my eight old. She loves it.
1,Very easy to use. Very fast & good price. Would recommend this for a beginner
1,Installed the Echo in to my house that we have Nest thermostats in and WeMo light switches its interfaces with those devices are flawlessly. I can ask Echo to turn on or off lights or set the temperature on my thermostats. It does too many things to list. The voice recognition is the best I have used on any product.
1,The size is just right for me to carry anywhere and it's simple to figure out the functions. 32 G would help me store many ireader books for a long time. I have read 3 books so far.
1,"Not a cheap plug from the check out, this works for my phone and kindle without the nasty reminder that the cord or plug are not strong enough."
1,worth the pennybought for my 2 year old daughter who loves playing the games on the amazon store (a decent collection of free games)+ watch you tube or stored videos.Only prob is that haven't found any cable so that it can stream the videos on TV (have to go for Fire TV stick)
1,Just the right size for reading books and playing some games.
1,Had no problem with the instructions available in the system itself. Enjoy the 'easy on the eyes' lighting.
1,"Alexa is awesome!!! She tells jokes, plays my favorite music by requests, sets timers for me."
1,"Easy Setup and easy to use. I get new, weather and traffic before I get out of bed to look for the remote."
1,So much fun and can do tons of things. Great to ask questions and get info. Can even control temperature in the home as well as lights with added products.
1,Alexa is great! I would recommend it to anyone! She answers any question. I ask. I love her for the speaker aspect of things .
1,"OMG! This product is awesome. I never knew my children can be so quiet when they are playing or reading a book on this device. I love it and it makes them not want to play with your phone anymorte bc what thy find on your phone, they can find on this device. Thank you for this.They have learned a lot already and still learning. Recommended it to all my freinds with children already. Great for the price!"
1,"This tablet exceeded my expectations. Strong processor, nice screen. Wish it had Bluetooth and was not so centered around Amazon prime."
1,This is my first kindle. Reading a book always been a pleasure but now is awesome.
1,"we love this Fire Tv, just hard to find shows for now."
1,My original Kindle was no longer working. It was 6 years old and had been used a lot. . I especially like the smaller size of my new Kindle and the backlight.
0,"As an OEM replacement, I suppose its worth a bit more but this price is excessive. A similar product for my Amazon fire was purchased at Walmart for about 3"
1,My granddaughter loves it best thing ever I highly recommend it
1,I a few of them for gifts for Christmas. I love mine and I thought they would enjoy them too.
1,Very helpful product that is fun to use and easy to use
1,The display is so much better than my previous Kindle Fire and have found more uses for it. It's nice to pull up my Comcast app and watch shows while working out on the treadmill. It was a pleasant surprise to find that Alexa was loaded as well!
0,I don't like this tablet as Android is not working well
1,We love the parent controls and durability. We would definitely buy another.
1,got this as a gift for my boyfriend he loves that it is very convenient and easy to use.
1,Amazon tablet is great to have. Now I wish I bought more gb.
1,It does what it is suppose to. No problems with it...
1,"Bought for husband's grandmother. Works great for her, she has not called for help after setting it up with her:)"
0,"hard to use, and does not support Guam. online instructions not clear"
1,Tablet was purchased on sale and worth it.It holds a good amount of memory. Lots of games can be downloaded.
1,Bought this tablet for our family to use. Does a great job and my son uses it for videos and games and school apps. The parental controls were a little difficult and time consuming to set up but other than that it has been great! I would definately buy again.
1,for an inexpensive tablet it works great. does the basics very well.
1,I love this product it is well worth the money that I paid for it.
1,"Though I was leary of paying that much for a streaming device, it is well worth the price."
1,"Originally purchased the fire TV Stick, upgraded for more bandwith and storage, awesome product."
1,This is a great little android box. Already had one but when I found out it was on sale I bought another. Just sideload kodi onto it and it has everything you need. Wired connection to the internet is a must for streaming HD content.
1,Both of my kids love this tablet. The option to set it up for the kids is great. My 7 year old likes to play in parent mode conpaired to the kids side cause there are not a lot of options for him. Very good product would buy again
1,I got me the echo and my daughter the dot. The echo is loud but she can be a helpful tool if I need a quick answer to a problem.
1,"Works great! Get all my shows and movies. Even gets my hockey channels. 4K, 1080p, HD, and standard viewing options. So worth it, i bought 2 more!!!"
1,"I am an avid reader, and have purchased both the first and second generations of the Kindle Paperwhite products. Upon reading about the Voyage, I knew I had to have one. Although it's a bit pricey for an e-reader, it's definitely worth it for me. As much as I read, I believe the new screen will result in less eye strain. It's a beauty to look at. Especially when held next to the Paperwhite 2nd gen and compared."
0,My wife bought one at Best Buy. I had to go back and get her $40 dollars when the price went from $179 to $139. I decided I would get her one -- but they were out of stock. I ordered one thru Amazon --- but it still hasnt gotten here.
1,I love the Amazon Echo. This is a great product that simplifies the Automation in home.
1,My previous Kindle was dying and I wanted a new replacement fast. I went to Amazon and while they had one it was back ordered a month. Expecting to pay more I went to Best Buy and not only found it for the same price but even better it was available at my local store and I could pick it up the same day!
1,His product is exactly what we thought it would be. No complaints
1,"I just upgraded from a Touch to a Voyage and could not be happier. In my opinion this is by far the best Kindle yet. Its operation and features are similar to the Touch and Paperwhite but it is lighter and faster and very comfortable in the hand. Like other e-ink devices (unlike Fire) the screen has a matte finish which is really superb for reading. Some early reviews I've read complained about part of the screen having a yellowish hue. I have not seen any sign of this so that may have been an early manufacturing issue that hopefully has been corrected. The built-in screen light is amazing.Like other e-ink devices the Voyage allows better control and integration of dictionaries, which is really important for specialized reading or reading in a foreign language where one may want to consult several dictionaries in-situ to fully understand a word or phrase.There is very little not to like about the Voyage. I can only think of two issues to consider:1. Price - no doubt about it, Voyage is expensive, but in my opinion it is worth it. When trading off price and performance, I urge you to go into your nearest Best Buy for a hands-on look at the various Kindles, particularly the Paperwhite and Voyage to see what you really need/want or can live with.2. A minor point for the evolution of e-ink readers: it would be nice if there was some control of the screen background color or at least an implementation of a warmer background. Recent studies suggest adverse effects, particularly regarding getting good sleep, from using electronic devices with bright-white or bluish screens (disrupts melatonin production in the body). This is one (of the few in my opinion) advantages of Kindle Fire and Kindle for Android, where several text background colors are available).I highly recommend Voyage - the new king of e-readers."
1,I bought this as an exchange Gift for Christmas!!! My Mom fought over it and eventually won it! She Loves It!!!
1,"The longer i have this product the more i use it. My most useful feature is the list capabilities. I just say alexa add "" "" to my shopping list and when i got the the store i'm able to pull everything up. It makes life easier for sure. highly recommend everyone to have one."
1,The white background makes it easier to read a book. The small size makes it easy to take on the go.
1,"This is a nice basic tablet for those not wanting to spend a lot of $$. Easy to use, nice HD resolution for games and even watching Netflix etc."
1,"This is larger than the dot but it provides a nice built-in speaker. I use it in my bedroom, where there are no external receiver/speakers and leave the dot downstairs connected to a larger speaker."
1,Easy to install and worked great - highly recommend
1,It has been one of the best purchases ever. It is very simple to use.
1,This device is slick looking. Connects to the network easily and if very fast. I does the job really well.
1,Excellent product with decent sound and form factor.
1,So far it works well. I don't use it to control any lights or smart devices as I am in a temporary residence. But it responds well and is clear. It some time comes on by itself.
1,"My kids love it they watch their programs when they want and also we don t have to miss any programs also we can watch them when ever we have time, best purchase I have brought."
0,"I have bought 2 tablets for my son and didn't open it after I received it because it was a birthday gift for them and when they open it on their Big day 1 of the tablet didn't turn on ,the screen is just purple I m out of country right now and will be back on August 4,2107 and I emailed BEST BUY ""Geek Squad "" and told them the whole situation but nobody responded,very disappointed it was a surprise gift for my kiddos and 1 of my son was really upset that tablet won't turn on,let's see if Best Buy read my review and take some action !!!"
1,"I bought it for my son, who really loves to read. He is very happy with it. It has a nice design, screen is very comfortable to look at. And it's lightweight. Perfect for home use and travel."
0,"One of the simplest tablets probably out there, only good for those that want to get into Amazon.com shopping. Good value for bargain proce."
1,"Bought as a Christmas gift, everything seems great."
1,"I bought two of these for my parents while they were visiting. These were an excellent choice as my parents are older. Being able to adjust the font size, the backlit display touch screen all easy to use features. My parents read alot and have said many times now how much they enjoy them."
1,"I love my Amazon Echo and have already purchased a 2nd one for me and 3 more to give as gifts. The sound is great and it's so easy to learn to use. We love the versatility of playing music, setting timers and alarms, giving me the latest sports scores of my favorite teams, and making shopping and To Do lists to share between us."
1,"Most tablets in this price range have the quality to show for it. That is not the case with this unit.While only $50, it feels more sturdy and acts more responsive and capable than other bargain tablets that fit into the same price range.The amazon app store has a lot of great options and the popular apps you would expect from apple or Googles app stores. The only downside is the navigation. Even then, it is only a personal problem as I am used to Google play.All in all, this is a great tablet at an even greater price!"
1,"A present for my wife, she says she really enjoys the larger screen."
1,"I have one myself and I bought 2 more as Christmas gifts while they were on sale. Sometimes Alexa has a hard time giving you the answer. I guess I have to work on how I have to ask to get the correct response. Otherwise, I enjoy Alexa Echo."
1,Does what it's supposed to do. On the spot hands free entertainment system.
1,Great product and like the features of it. It makes carrying a book obsolete.
0,"Santa brought this for my 8 almost 9 year old for Christmas. Santa would have rather brought her an Apple but cost for one is too crazy to spend on one child so this was a good alternative and she loves it! She mainly uses it for games and YouTube videos. I think the graphics are great for someone her age. Great starter for children,"
1,It is only a USB 5 Watt charger. Had now issues with the actual unit as it produced 4.6 watts on a check load but comparing it to what is available to do the same thing there are cheaper options. So minus one star for over priced and that it doesn't come with a cable
1,We recently purchased this as a gift for charity. We chose this because we purchased the same type tablet for our daughter and couldn't be more please. It's very easy set up and super user friendly. I would def. recommend this for a child rather than a more expensive product.
1,"This device helped in my decision to cut the cord. Works great, abundant material to watch, especially with prime."
0,I love this tablet and the games. But battery sucks. It goes dead really fast and it freezes up a lot.
1,Excellent speakers for this price range. Combines Bluetooth playback and streaming services. Alexa voice commands are a very convenient way to navigate and get general information.
1,"This product is amazing.If you are thinking of or are already transitioning to a Smart Home the Echo is a must. It turns the inconvenience of opening different apps to work your home into a one stop station that does it all.Compared to Google Home it currently has more compatible brands, which is really nice because the chances of you buying a product that is not compatible is slim.This product is much better than the Amazon Dot. The Dot is riddled with issues in addition to being less responsive and much more frustrating. I have both in my home, go with the Echo tower."
1,Use my tablet everyday. No problems. Easy to carry
1,"My 15 year daughter love her gift, even when the apps are limited its good for the affordable price."
1,"I spend a lot of time looking at a computer screen; when it comes time for leisure reading, it is nice to have relief from bright light. The paperwhite Kindle provides a very eye-friendly experience, with sharp text even at a small size. And there's no struggle with holding open pages of a book. Unlike the Kindle Fire, obviously, it is not a good choice for browsing the web or reading e-mail. Navigation between books is not as easy as I would like; a half screen of 6 recent books, with the other half taken up by ""recommended"" books is not as handy as a full-screen text list of my books would be. But the actual process of reading is easy, and there are a few tools for note taking and seeing how frequently other people highlight sections of text. Cross-book text searching is a great feature, if you need it, too."
1,I bought this for my granddaughter she will be 2 in a few months and she loves it! Very sturdy and the bumper that it comes with has shown to do what it is intended to do. Would highly recommend this product for kiddos!!
1,Love that you can take this anywhere and hook up to my Bluetooth. Great sound quality.
1,"I didn't know much about the dot/echo but when a friend showed it to me, it seemed like a great gift for my husband who is hard to buy for. It's something you could live without but once you have it, you're so glad you do!"
1,Enjoying being able to see the words on the kindle everywhere. Being able to dim is also a wonderfuI feature
1,"Ha my anticipated my purchase having to wait to purchase it, I read a great deal and it did not disappoint. I love my Echo!"
1,"I have both the Kindle Voyage and the low end Kindle Fire.While the $50.00 Fire is an amazing deal, for serious readin,g the Kindle Voyage is far easier on the eyes and has superior resolution. Now, it lacks many of the features of the less expensive Fire, such as color and online with Wifi; as a reader it is well organized and a pleasure.Truthfully, it isn't a whole lot better than the Paperwhite. It has a feature or two, but I'm not sure it's worth the extra 60 dollars. It is still an excellent device."
1,The amazon fire is a great value for the money. Lots of functionality for under $50.
1,Best investment ever. No more cable. Glad I decided to get this.
1,"Nice, nice, nice, nice, nice, nice, nice, nice, nice"
1,love the fire tv box. its faster and runs a little better than the firestick. Both are great products. love that you can add 3rd party apps to them for even more movie and tv options.
1,"This is my 2nd unit. I liked the first one that my son gifted me so much, I got this second unit for the downstairs. The fact that it was 50% off form BestBuy didn't hurt either."
1,I love the Amazon Echo. We are having so much fun with it and it was so easy to set up. We're still learning all it can do. I was very satisfied with Best Buy's service and delivery also.
1,I got this as gifts for my kids and other family then even myself. I wish I would have got this tablet along time ago.
1,Easy setup and the Echo voice activated searches is a nice touch. Good set of applications as well.
1,This tablet was purchased for a 10 year old but anyone could benefit from it. Very easy to use. Processing speed is good for a bargain tablet. Battery lasts a long time. Overall a great starter tablet.
0,Son loves it........................................
1,I love so far. processes at decent speed I've been able to do what I need without problems. I only wish all the apps on screen didn't have to be visible. Can't enjoiy a screen saver if its covered with icons
1,Like it except that it wont call people for me when hooked up to bluetooth. Would be nice to be able to call out.
1,Gave this product to my nephews and they love it. Easy to carry and easy to use.
1,"I like my ECHO, she however will talk on her own sometime. Still getying used to it. We mainly use it fir the bluetooth so we can play mudic from Pandora and Youtube."
1,"Easy to set up and easy to use. My only complaint is that even with the 32g scan card, it fills up quickly."
1,The Amazon Echo was recommended by our IT department at work and is easy to use. Alexa is smart and usually right. Highly recommended.
1,"I bought this tab as a birthday gift for my 12 yr old nephew who lives in India. It's very useful for him to google for important information over the Internet for his school assignments. Also, he can video chat with me using Skype.Rightly priced to be a kid's product. Resolution could've been better if its targeted as a kid's product. I think better resolution can reduce some pressure on eyes while reading documents with fine text."
1,"It was a gift for 10 year old granddaughter. She is enjoying it very much and can do all she wants (games, music) without any issue."
1,Love my Kindle Voyage. The size is much smaller than my older Kindle and the weight is much less. This helps as I take fm Kindle everywhere. Love the touch screen features.
1,"Lots of fun, but also very useful. Have it connected to my Nest Thermostat and going to connect it to my Casta Wireless switches. The speaker has great bass for its size. Search YouTube videos for tips and tricks. It does more then you think,"
1,"Got this for my 70 year old mother for Christmas. She is intimidated by most tech but wanted easy internet access. Got her the Alexa along with the 8"" kindle. It was very easy to set up and easy to teach her how to use it. The speaker quality is really very good....much better then I expected. Streaming music and basic info requests are very simple. Not sure if this unit will get to all it's capabilities but it's just what we needed to get some tech into mom's house. Only down side is now I think I need one at home too!"
1,Super inexpensive and easy to use. Great for my kids.
1,"All apps I like for free, great video quality for Netflix, easy to order from Amazon site."
1,"This product is really useful, got to use it at a hotel."
0,Ok device for the asking price. Would give as first time user
1,This the best streaming device out there. If your looking for a great and fast streaming device this it it for sure. You can't go wrong with it. Super fast and no buffering
0,"I purchased this item for the home automation integration. Its pretty cool for just saying ""Alexa, turn on my kitchen lights"". Integrates with all the large players in home automation, Wink, Smartthings, Philips Hue, etc. Its also works well as a bluetooth speaker, streaming from your phone or tablet. It also streams Pandora and radio stations via TuneIn.It doesn't do anything useful other than that, besides simple queries about weather, etc."
1,Was a gift for our 8 year old daughter. Great for kids
1,My nephew is 3 years old and this is a great starter tablet. He is gonna be so excited Christmas morning.
1,"I've had the product for over 6 months now. No problems, great picture even in the sun, great battery life."
1,Bought this on Black Friday and have not looked back! Love it
